LIFESTAGE,PREMIUM_CUSTOMER,PROD_NAME,TOT_SALES
MIDAGE SINGLES/COUPLES,Mainstream,SmithsCrinkleCutChipsChicken170g,350.9
RETIREES,Premium,SmithsCrinkleCutChipsChsOnion170g,350.9
MIDAGE SINGLES/COUPLES,Budget,ThinsChipsSeasonedchicken175g,349.79999999999995
RETIREES,Premium,SmithsCrinkleCutChipsChicken170g,348.0
RETIREES,Budget,SmithsCrinkleCutChipsOriginal170g,348.0
RETIREES,Premium,SmithsCrinkleCutChipsOriginal170g,348.0
YOUNG SINGLES/COUPLES,Budget,SmithsCrinkleCutChipsOriginal170g,342.2
YOUNG SINGLES/COUPLES,Budget,NaturalChipCoHonySoyChckn175g,342.0
OLDER SINGLES/COUPLES,Budget,WWSupremeCheeseCornChips200g,342.0
YOUNG SINGLES/COUPLES,Budget,ThinsChipsOriginlsaltd175g,339.9
RETIREES,Budget,SmithsChipThinlySCreamOnion175g,339.0
YOUNG SINGLES/COUPLES,Budget,SmithsChipThinlySCreamOnion175g,339.0
NEW FAMILIES,Budget,CobsPopdSwtChlliSrCreamChips110g,338.2
MIDAGE SINGLES/COUPLES,Premium,ThinsChipsOriginlsaltd175g,336.59999999999997
OLDER SINGLES/COUPLES,Mainstream,WWOriginalStackedChips160g,336.3
RETIREES,Premium,NaturalChipCoHonySoyChckn175g,336.0
RETIREES,Premium,NaturalChipCoTmatoHrbSpce175g,336.0
YOUNG SINGLES/COUPLES,Mainstream,SmithsChipThinlyCutSaltVinegr175g,336.0
NEW FAMILIES,Budget,DoritosCornChipsOriginal170g,334.40000000000003
YOUNG FAMILIES,Mainstream,WWOriginalStackedChips160g,334.4
YOUNG SINGLES/COUPLES,Budget,SmithsCrinkleCutChipsChsOnion170g,330.59999999999997
NEW FAMILIES,Mainstream,SmithsCrnkleChipOrgnlBigBag380g,330.40000000000003
OLDER FAMILIES,Premium,FrenchFriesPotatoChips175g,330.0
RETIREES,Premium,SmithsChipThinlyCutOriginal175g,330.0
MIDAGE SINGLES/COUPLES,Mainstream,SmithsChipThinlySCreamOnion175g,330.0
OLDER FAMILIES,Mainstream,WWOriginalStackedChips160g,328.7
OLDER SINGLES/COUPLES,Premium,WWOriginalCornChips200g,328.7
YOUNG SINGLES/COUPLES,Budget,SmithsChipThinlyCutSaltVinegr175g,327.0
OLDER SINGLES/COUPLES,Premium,WWSupremeCheeseCornChips200g,324.9
YOUNG FAMILIES,Mainstream,WWSupremeCheeseCornChips200g,324.9
YOUNG FAMILIES,Premium,SmithsCrinkleCutChipsBarbecue170g,324.8
MIDAGE SINGLES/COUPLES,Mainstream,NaturalChipCoTmatoHrbSpce175g,324.0
NEW FAMILIES,Budget,DoritosCornChipsNachoCheese170g,321.20000000000005
YOUNG SINGLES/COUPLES,Budget,SmithsCrinkleCutChipsBarbecue170g,319.0
MIDAGE SINGLES/COUPLES,Mainstream,NaturalChipCompnySeaSalt175g,318.0
MIDAGE SINGLES/COUPLES,Premium,SmithsChipThinlyCutOriginal175g,318.0
MIDAGE SINGLES/COUPLES,Mainstream,NaturalChipCoSeaSaltVinegr175g,318.0
RETIREES,Premium,FrenchFriesPotatoChips175g,318.0
YOUNG SINGLES/COUPLES,Mainstream,SmithsCrinkleCutChipsChicken170g,316.09999999999997
RETIREES,Premium,ThinsChipsOriginlsaltd175g,313.5
NEW FAMILIES,Budget,SmithsCrinkleChipsSaltVinegar330g,313.5
OLDER FAMILIES,Premium,WWOriginalCornChips200g,313.5
YOUNG SINGLES/COUPLES,Budget,SmithsCrinkleCutChipsChicken170g,313.2
NEW FAMILIES,Budget,TostitosSmokedChipotle175g,312.40000000000003
OLDER SINGLES/COUPLES,Premium,WWSourCreamOnionStackedChips160g,311.59999999999997
MIDAGE SINGLES/COUPLES,Budget,ThinsPotatoChipsHotSpicy175g,310.2
OLDER FAMILIES,Premium,WWSupremeCheeseCornChips200g,309.7
OLDER FAMILIES,Premium,WWOriginalStackedChips160g,309.7
MIDAGE SINGLES/COUPLES,Premium,SmithsChipThinlyCutSaltVinegr175g,309.0
OLDER FAMILIES,Premium,WWDStyleChipSeaSalt200g,307.8
MIDAGE SINGLES/COUPLES,Mainstream,SmithsCrinkleCutChipsOriginal170g,307.4
YOUNG FAMILIES,Premium,WWOriginalCornChips200g,304.0
RETIREES,Budget,WWSourCreamOnionStackedChips160g,304.0
MIDAGE SINGLES/COUPLES,Premium,NaturalChipCoHonySoyChckn175g,303.0
MIDAGE SINGLES/COUPLES,Premium,SmithsCrinkleCutChipsChicken170g,301.59999999999997
NEW FAMILIES,Budget,CobsPopdSourCrmChivesChips110g,300.2
OLDER SINGLES/COUPLES,Budget,WWDStyleChipSeaSalt200g,300.2
OLDER SINGLES/COUPLES,Premium,WWDStyleChipSeaSalt200g,300.2
MIDAGE SINGLES/COUPLES,Mainstream,SmithsChipThinlyCutSaltVinegr175g,300.0
OLDER SINGLES/COUPLES,Budget,WWSourCreamOnionStackedChips160g,296.4
YOUNG FAMILIES,Mainstream,WWDStyleChipSeaSalt200g,294.5
YOUNG FAMILIES,Mainstream,WWOriginalCornChips200g,294.5
MIDAGE SINGLES/COUPLES,Mainstream,ThinsChipsOriginlsaltd175g,293.7
YOUNG SINGLES/COUPLES,Premium,SmithsCrinkleCutChipsOriginal170g,292.9
OLDER FAMILIES,Mainstream,WWSourCreamOnionStackedChips160g,292.59999999999997
NEW FAMILIES,Mainstream,DoritosCornChipsCheeseSupreme170g,290.40000000000003
MIDAGE SINGLES/COUPLES,Mainstream,SmithsCrinkleCutChipsChsOnion170g,290.0
NEW FAMILIES,Budget,ThinsChipsSaltVinegar175g,287.09999999999997
NEW FAMILIES,Budget,ThinsChipsLightTangy175g,287.09999999999997
NEW FAMILIES,Budget,DoritosCornChipsCheeseSupreme170g,286.0
OLDER FAMILIES,Premium,WWSourCreamOnionStackedChips160g,285.0
MIDAGE SINGLES/COUPLES,Premium,SmithsChipThinlySCreamOnion175g,285.0
NEW FAMILIES,Mainstream,DoritosCornChipSouthernChicken150g,280.8
RETIREES,Premium,WWOriginalCornChips200g,279.3
RETIREES,Budget,WWSupremeCheeseCornChips200g,279.3
MIDAGE SINGLES/COUPLES,Mainstream,SmithsCrinkleCutChipsBarbecue170g,278.4
OLDER FAMILIES,Mainstream,WWOriginalCornChips200g,273.59999999999997
YOUNG FAMILIES,Premium,WWSourCreamOnionStackedChips160g,273.59999999999997
YOUNG FAMILIES,Premium,WWSupremeCheeseCornChips200g,273.59999999999997
MIDAGE SINGLES/COUPLES,Mainstream,NaturalChipCoHonySoyChckn175g,273.0
YOUNG FAMILIES,Mainstream,WWSourCreamOnionStackedChips160g,269.8
NEW FAMILIES,Budget,DoritosCornChipMexicanJalapeno150g,269.1
YOUNG SINGLES/COUPLES,Premium,SmithsChipThinlyCutOriginal175g,267.0
NEW FAMILIES,Premium,SmithsCrnkleChipOrgnlBigBag380g,265.5
MIDAGE SINGLES/COUPLES,Premium,NaturalChipCoSeaSaltVinegr175g,261.0
NEW FAMILIES,Mainstream,CobsPopdSourCrmChivesChips110g,258.4
MIDAGE SINGLES/COUPLES,Premium,FrenchFriesPotatoChips175g,258.0
NEW FAMILIES,Budget,DoritosCornChipSouthernChicken150g,257.4
YOUNG SINGLES/COUPLES,Budget,WWOriginalStackedChips160g,250.79999999999998
YOUNG FAMILIES,Premium,WWDStyleChipSeaSalt200g,248.89999999999998
MIDAGE SINGLES/COUPLES,Premium,SmithsCrinkleCutChipsOriginal170g,246.5
NEW FAMILIES,Premium,DoritosCornChipsCheeseSupreme170g,246.40000000000003
YOUNG SINGLES/COUPLES,Budget,WWSourCreamOnionStackedChips160g,245.1
MIDAGE SINGLES/COUPLES,Mainstream,FrenchFriesPotatoChips175g,243.0
RETIREES,Budget,WWDStyleChipSeaSalt200g,241.29999999999998
MIDAGE SINGLES/COUPLES,Premium,NaturalChipCompnySeaSalt175g,240.0
YOUNG SINGLES/COUPLES,Budget,WWOriginalCornChips200g,239.39999999999998
NEW FAMILIES,Budget,CobsPopdSeaSaltChips110g,239.39999999999998
NEW FAMILIES,Mainstream,CobsPopdSeaSaltChips110g,239.39999999999998
NEW FAMILIES,Mainstream,DoritosCornChipsOriginal170g,237.60000000000002
YOUNG SINGLES/COUPLES,Budget,WWDStyleChipSeaSalt200g,237.5
YOUNG SINGLES/COUPLES,Premium,NaturalChipCoSeaSaltVinegr175g,237.0
RETIREES,Budget,WWOriginalCornChips200g,233.7
NEW FAMILIES,Budget,ThinsPotatoChipsHotSpicy175g,231.0
MIDAGE SINGLES/COUPLES,Budget,NaturalChipCoTmatoHrbSpce175g,231.0
MIDAGE SINGLES/COUPLES,Budget,SmithsChipThinlyCutSaltVinegr175g,228.0
YOUNG SINGLES/COUPLES,Premium,NaturalChipCompnySeaSalt175g,228.0
YOUNG SINGLES/COUPLES,Budget,WWSupremeCheeseCornChips200g,226.1
YOUNG SINGLES/COUPLES,Premium,FrenchFriesPotatoChips175g,225.0
YOUNG SINGLES/COUPLES,Premium,NaturalChipCoTmatoHrbSpce175g,225.0
NEW FAMILIES,Mainstream,TostitosSmokedChipotle175g,224.4
YOUNG SINGLES/COUPLES,Mainstream,WWOriginalStackedChips160g,224.2
MIDAGE SINGLES/COUPLES,Premium,SmithsCrinkleCutChipsChsOnion170g,223.29999999999998
NEW FAMILIES,Mainstream,SmithsCrinkleChipsSaltVinegar330g,222.3
NEW FAMILIES,Premium,SmithsCrinkleChipsSaltVinegar330g,222.3
RETIREES,Budget,WWOriginalStackedChips160g,222.29999999999998
YOUNG SINGLES/COUPLES,Mainstream,WWSupremeCheeseCornChips200g,220.39999999999998
NEW FAMILIES,Mainstream,DoritosCornChipsNachoCheese170g,220.00000000000003
YOUNG SINGLES/COUPLES,Premium,SmithsCrinkleCutChipsBarbecue170g,217.5
MIDAGE SINGLES/COUPLES,Premium,WWOriginalStackedChips160g,216.6
YOUNG SINGLES/COUPLES,Mainstream,WWSourCreamOnionStackedChips160g,216.6
YOUNG FAMILIES,Premium,WWOriginalStackedChips160g,214.7
YOUNG SINGLES/COUPLES,Premium,SmithsCrinkleCutChipsChsOnion170g,214.6
YOUNG SINGLES/COUPLES,Premium,SmithsChipThinlySCreamOnion175g,213.0
RETIREES,Premium,WWSourCreamOnionStackedChips160g,210.89999999999998
NEW FAMILIES,Premium,CobsPopdSwtChlliSrCreamChips110g,209.0
MIDAGE SINGLES/COUPLES,Premium,SmithsCrinkleCutChipsBarbecue170g,205.9
NEW FAMILIES,Mainstream,ThinsChipsSeasonedchicken175g,204.6
NEW FAMILIES,Premium,DoritosCornChipSouthernChicken150g,202.79999999999998
NEW FAMILIES,Mainstream,CobsPopdSwtChlliSrCreamChips110g,201.39999999999998
YOUNG SINGLES/COUPLES,Mainstream,WWOriginalCornChips200g,201.39999999999998
NEW FAMILIES,Budget,ThinsChipsSeasonedchicken175g,201.29999999999998
YOUNG SINGLES/COUPLES,Premium,ThinsChipsOriginlsaltd175g,201.29999999999998
YOUNG SINGLES/COUPLES,Premium,SmithsCrinkleCutChipsChicken170g,200.1
MIDAGE SINGLES/COUPLES,Budget,SmithsCrinkleCutChipsChicken170g,200.1
MIDAGE SINGLES/COUPLES,Premium,WWSupremeCheeseCornChips200g,197.6
YOUNG SINGLES/COUPLES,Mainstream,WWDStyleChipSeaSalt200g,195.7
YOUNG SINGLES/COUPLES,Premium,WWOriginalStackedChips160g,195.7
RETIREES,Premium,WWSupremeCheeseCornChips200g,195.7
NEW FAMILIES,Mainstream,DoritosCornChipMexicanJalapeno150g,195.0
YOUNG SINGLES/COUPLES,Premium,SmithsChipThinlyCutSaltVinegr175g,195.0
NEW FAMILIES,Mainstream,ThinsPotatoChipsHotSpicy175g,191.39999999999998
MIDAGE SINGLES/COUPLES,Mainstream,WWSourCreamOnionStackedChips160g,190.0
MIDAGE SINGLES/COUPLES,Premium,WWSourCreamOnionStackedChips160g,188.1
MIDAGE SINGLES/COUPLES,Mainstream,WWOriginalCornChips200g,186.2
YOUNG SINGLES/COUPLES,Premium,WWSourCreamOnionStackedChips160g,186.2
MIDAGE SINGLES/COUPLES,Budget,NaturalChipCoSeaSaltVinegr175g,186.0
MIDAGE SINGLES/COUPLES,Premium,WWOriginalCornChips200g,182.39999999999998
RETIREES,Premium,WWOriginalStackedChips160g,180.5
NEW FAMILIES,Premium,TostitosSmokedChipotle175g,180.4
MIDAGE SINGLES/COUPLES,Budget,SmithsChipThinlyCutOriginal175g,180.0
MIDAGE SINGLES/COUPLES,Mainstream,WWSupremeCheeseCornChips200g,178.6
MIDAGE SINGLES/COUPLES,Budget,SmithsCrinkleCutChipsChsOnion170g,176.9
MIDAGE SINGLES/COUPLES,Mainstream,WWOriginalStackedChips160g,174.79999999999998
MIDAGE SINGLES/COUPLES,Budget,NaturalChipCompnySeaSalt175g,174.0
YOUNG SINGLES/COUPLES,Premium,NaturalChipCoHonySoyChckn175g,174.0
YOUNG SINGLES/COUPLES,Premium,WWSupremeCheeseCornChips200g,172.9
YOUNG SINGLES/COUPLES,Premium,WWDStyleChipSeaSalt200g,167.2
NEW FAMILIES,Premium,DoritosCornChipsOriginal170g,162.8
MIDAGE SINGLES/COUPLES,Budget,ThinsChipsOriginlsaltd175g,155.1
NEW FAMILIES,Premium,ThinsChipsSaltVinegar175g,155.1
MIDAGE SINGLES/COUPLES,Budget,WWSourCreamOnionStackedChips160g,153.9
MIDAGE SINGLES/COUPLES,Budget,SmithsCrinkleCutChipsBarbecue170g,153.7
MIDAGE SINGLES/COUPLES,Budget,FrenchFriesPotatoChips175g,153.0
RETIREES,Premium,WWDStyleChipSeaSalt200g,152.0
MIDAGE SINGLES/COUPLES,Premium,WWDStyleChipSeaSalt200g,152.0
MIDAGE SINGLES/COUPLES,Budget,SmithsCrinkleCutChipsOriginal170g,147.9
NEW FAMILIES,Premium,CobsPopdSourCrmChivesChips110g,144.4
YOUNG SINGLES/COUPLES,Premium,WWOriginalCornChips200g,142.5
MIDAGE SINGLES/COUPLES,Budget,NaturalChipCoHonySoyChckn175g,141.0
NEW FAMILIES,Premium,DoritosCornChipMexicanJalapeno150g,136.5
NEW FAMILIES,Mainstream,ThinsChipsLightTangy175g,135.29999999999998
NEW FAMILIES,Premium,ThinsPotatoChipsHotSpicy175g,132.0
MIDAGE SINGLES/COUPLES,Budget,WWSupremeCheeseCornChips200g,129.2
NEW FAMILIES,Premium,CobsPopdSeaSaltChips110g,129.2
NEW FAMILIES,Mainstream,ThinsChipsSaltVinegar175g,128.7
MIDAGE SINGLES/COUPLES,Budget,WWOriginalCornChips200g,125.39999999999999
MIDAGE SINGLES/COUPLES,Mainstream,WWDStyleChipSeaSalt200g,121.6
MIDAGE SINGLES/COUPLES,Budget,SmithsChipThinlySCreamOnion175g,114.0
MIDAGE SINGLES/COUPLES,Budget,WWDStyleChipSeaSalt200g,112.1
NEW FAMILIES,Premium,ThinsChipsSeasonedchicken175g,108.89999999999999
NEW FAMILIES,Budget,NaturalChipCompnySeaSalt175g,108.0
NEW FAMILIES,Budget,SmithsCrinkleCutChipsChsOnion170g,107.3
NEW FAMILIES,Premium,DoritosCornChipsNachoCheese170g,105.60000000000001
MIDAGE SINGLES/COUPLES,Budget,WWOriginalStackedChips160g,102.6
NEW FAMILIES,Budget,SmithsChipThinlySCreamOnion175g,102.0
NEW FAMILIES,Mainstream,SmithsChipThinlyCutOriginal175g,93.0
NEW FAMILIES,Mainstream,SmithsChipThinlySCreamOnion175g,90.0
NEW FAMILIES,Budget,SmithsCrinkleCutChipsBarbecue170g,87.0
NEW FAMILIES,Budget,FrenchFriesPotatoChips175g,81.0
NEW FAMILIES,Budget,SmithsChipThinlyCutOriginal175g,81.0
NEW FAMILIES,Budget,ThinsChipsOriginlsaltd175g,79.19999999999999
NEW FAMILIES,Mainstream,NaturalChipCoHonySoyChckn175g,78.0
NEW FAMILIES,Budget,NaturalChipCoTmatoHrbSpce175g,78.0
NEW FAMILIES,Mainstream,SmithsCrinkleCutChipsBarbecue170g,72.5
NEW FAMILIES,Budget,SmithsCrinkleCutChipsOriginal170g,72.5
NEW FAMILIES,Mainstream,FrenchFriesPotatoChips175g,72.0
NEW FAMILIES,Mainstream,SmithsChipThinlyCutSaltVinegr175g,72.0
NEW FAMILIES,Budget,WWOriginalStackedChips160g,70.3
NEW FAMILIES,Premium,ThinsChipsOriginlsaltd175g,69.3
NEW FAMILIES,Budget,NaturalChipCoSeaSaltVinegr175g,69.0
NEW FAMILIES,Mainstream,NaturalChipCoTmatoHrbSpce175g,69.0
NEW FAMILIES,Budget,NaturalChipCoHonySoyChckn175g,66.0
NEW FAMILIES,Budget,WWDStyleChipSeaSalt200g,62.699999999999996
NEW FAMILIES,Premium,ThinsChipsLightTangy175g,59.4
NEW FAMILIES,Mainstream,ThinsChipsOriginlsaltd175g,56.099999999999994
NEW FAMILIES,Budget,SmithsCrinkleCutChipsChicken170g,55.1
NEW FAMILIES,Premium,NaturalChipCoHonySoyChckn175g,51.0
NEW FAMILIES,Premium,NaturalChipCoTmatoHrbSpce175g,51.0
NEW FAMILIES,Mainstream,SmithsCrinkleCutChipsOriginal170g,46.4
NEW FAMILIES,Premium,SmithsCrinkleCutChipsChsOnion170g,46.4
NEW FAMILIES,Premium,WWSupremeCheeseCornChips200g,45.599999999999994
NEW FAMILIES,Mainstream,WWSourCreamOnionStackedChips160g,45.599999999999994
NEW FAMILIES,Budget,WWOriginalCornChips200g,45.599999999999994
NEW FAMILIES,Premium,WWOriginalCornChips200g,43.699999999999996
NEW FAMILIES,Premium,SmithsChipThinlyCutOriginal175g,42.0
NEW FAMILIES,Premium,NaturalChipCoSeaSaltVinegr175g,39.0
NEW FAMILIES,Mainstream,WWSupremeCheeseCornChips200g,38.0
NEW FAMILIES,Budget,WWSourCreamOnionStackedChips160g,36.1
NEW FAMILIES,Mainstream,NaturalChipCoSeaSaltVinegr175g,36.0
NEW FAMILIES,Premium,WWDStyleChipSeaSalt200g,34.199999999999996
NEW FAMILIES,Mainstream,WWOriginalCornChips200g,34.199999999999996
NEW FAMILIES,Mainstream,NaturalChipCompnySeaSalt175g,33.0
NEW FAMILIES,Budget,WWSupremeCheeseCornChips200g,32.3
NEW FAMILIES,Mainstream,WWOriginalStackedChips160g,30.4
NEW FAMILIES,Mainstream,SmithsCrinkleCutChipsChicken170g,29.0
NEW FAMILIES,Mainstream,SmithsCrinkleCutChipsChsOnion170g,29.0
NEW FAMILIES,Budget,SmithsChipThinlyCutSaltVinegr175g,27.0
NEW FAMILIES,Premium,SmithsChipThinlyCutSaltVinegr175g,27.0
NEW FAMILIES,Premium,WWSourCreamOnionStackedChips160g,26.599999999999998
NEW FAMILIES,Premium,SmithsCrinkleCutChipsOriginal170g,26.1
NEW FAMILIES,Premium,WWOriginalStackedChips160g,24.7
NEW FAMILIES,Premium,SmithsCrinkleCutChipsChicken170g,23.2
NEW FAMILIES,Premium,SmithsCrinkleCutChipsBarbecue170g,23.2
NEW FAMILIES,Mainstream,WWDStyleChipSeaSalt200g,22.799999999999997
NEW FAMILIES,Premium,SmithsChipThinlySCreamOnion175g,21.0
NEW FAMILIES,Premium,NaturalChipCompnySeaSalt175g,18.0
NEW FAMILIES,Premium,FrenchFriesPotatoChips175g,15.0
